atom_packages.license
atom_packages.shell
atom_packages.type
atom_packages.version
bitlocker_info.percentage_encrypted
certificates.key_strength
certificates.store_location
chassis_info.audible_alarm
chassis_info.lock
chassis_info.security_breach
chassis_info.visible_alarm
chrome_extension_content_scripts.version
chrome_extensions.type
chrome_extensions.version
cpu_info.current_clock_speed
cpu_info.manufacturer
cpu_info.max_clock_speed
cpu_info.model
cpuid.value
curl.user_agent
device_file.inode
device_file.mode
device_file.size
device_file.type
device_partitions.blocks
device_partitions.blocks_size
device_partitions.inodes
device_partitions.offset
disk_info.manufacturer
drivers.class
drivers.manufacturer
drivers.provider
drivers.version
file.atime
file.block_size
file.btime
file.ctime
file.mtime
file.type
firefox_addons.creator
firefox_addons.version
hvci_status.code_integrity_policy_enforcement_status
hvci_status.umci_policy_status
hvci_status.vbs_status
ie_extensions.version
intel_me_info.version
interface_addresses.type
interface_details.enabled
interface_details.flags
interface_details.manufacturer
interface_details.mtu
interface_details.type
kernel_info.version
logged_in_users.tty
logical_drives.type
logon_sessions.authentication_package
logon_sessions.logon_id
logon_sessions.logon_time
logon_sessions.logon_type
ntdomains.status
office_mru.application
os_version.install_date
patches.description
pipes.max_instances
process_memory_map.offset
processes.disk_bytes_read
processes.elapsed_time
processes.handle_count
processes.nice
processes.resident_size
processes.start_time
processes.system_time
processes.total_size
processes.user_time
processes.wired_size
programs.install_date
programs.publisher
programs.uninstall_string
programs.version
python_packages.license
python_packages.version
registry.mtime
routes.metric
routes.mtu
routes.netmask
routes.type
scheduled_tasks.last_run_code
scheduled_tasks.state
services.display_name
services.service_type
shimcache.entry
shimcache.modified_time
ssh_configs.type
startup_items.status
system_info.cpu_brand
system_info.cpu_microcode
time.year
user_ssh_keys.type
users.type
video_info.driver_version
video_info.manufacturer
winbaseobj.object_type
windows_eventlog.channel
windows_eventlog.eventid
windows_eventlog.task
windows_eventlog.tid
windows_optional_features.caption
windows_optional_features.statename
wmi_bios_info.value
processes.disk_bytes_written
atom_packages.license
atom_packages.shell
atom_packages.type
atom_packages.version
bitlocker_info.percentage_encrypted
certificates.key_strength
certificates.store_location
chassis_info.audible_alarm
chassis_info.lock
chassis_info.security_breach
chassis_info.visible_alarm
chrome_extension_content_scripts.version
chrome_extensions.type
chrome_extensions.version
cpu_info.current_clock_speed
cpu_info.manufacturer
cpu_info.max_clock_speed
cpu_info.model
cpuid.value
curl.user_agent
device_file.inode
device_file.mode
device_file.size
device_file.type
device_partitions.blocks
device_partitions.blocks_size
device_partitions.inodes
device_partitions.offset
disk_info.manufacturer
drivers.class
drivers.manufacturer
drivers.provider
drivers.version
file.atime
file.block_size
file.btime
file.ctime
file.mtime
file.type
firefox_addons.creator
firefox_addons.version
hvci_status.code_integrity_policy_enforcement_status
hvci_status.umci_policy_status
hvci_status.vbs_status
ie_extensions.version
intel_me_info.version
interface_addresses.type
interface_details.enabled
interface_details.flags
interface_details.manufacturer
interface_details.mtu
interface_details.type
kernel_info.version
logged_in_users.tty
logical_drives.type
logon_sessions.authentication_package
logon_sessions.logon_id
logon_sessions.logon_time
logon_sessions.logon_type
ntdomains.status
office_mru.application
os_version.install_date
patches.description
pipes.max_instances
process_memory_map.offset
processes.disk_bytes_read
processes.elapsed_time
processes.handle_count
processes.nice
processes.resident_size
processes.start_time
processes.system_time
processes.total_size
processes.user_time
processes.wired_size
programs.install_date
programs.publisher
programs.uninstall_string
programs.version
python_packages.license
python_packages.version
registry.mtime
routes.metric
routes.mtu
routes.netmask
routes.type
scheduled_tasks.last_run_code
scheduled_tasks.state
services.display_name
services.service_type
shimcache.entry
shimcache.modified_time
ssh_configs.type
startup_items.status
system_info.cpu_brand
system_info.cpu_microcode
time.year
user_ssh_keys.type
users.type
video_info.driver_version
video_info.manufacturer
winbaseobj.object_type
windows_eventlog.channel
windows_eventlog.eventid
windows_eventlog.task
windows_eventlog.tid
windows_optional_features.caption
windows_optional_features.statename
wmi_bios_info.value
processes.disk_bytes_written
